,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
68,4,2,1,,2,4,5,,1,4,3,,2,2,1,,4,3,1,,2,1,4,
69,1,1,2,,4,2,5,,2,5,4,,1,3,1,,2,1,4,,5,2,1,
70,1,4,1,,1,2,4,,4,1,1,,1,1,2,,2,2,2,,1,2,1,
71,2,2,2,,2,2,1,,5,4,3,,1,2,2,,3,4,4,,4,1,1,
72,2,4,5,,2,3,3,,2,4,4,,1,2,4,,1,1,1,,4,2,2,
73,3,2,2,,1,5,4,,1,2,2,,3,5,2,,1,5,2,,5,4,2,
74,1,1,2,,2,1,2,,4,1,2,,1,2,3,,2,2,1,,1,5,3,
75,4,4,1,,2,2,4,,5,2,2,,5,1,1,,1,2,2,,4,3,3,
76,4,2,2,,4,1,4,,3,4,5,,1,4,3,,4,3,4,,1,5,2,
77,5,5,2,,3,4,3,,2,3,1,,1,4,1,,1,5,3,,4,1,2,
78,2,4,3,,2,4,2,,1,1,1,,3,4,2,,1,1,3,,1,1,4,
79,2,4,1,,1,1,3,,1,2,4,,3,1,5,,4,3,1,,2,2,1,
80,4,2,4,,1,2,5,,4,2,4,,3,4,5,,3,3,2,,2,4,5,
81,5,5,2,,4,4,1,,2,1,3,,1,1,5,,1,2,2,,4,3,3,
82,2,1,3,,1,1,1,,1,1,2,,5,4,3,,1,3,3,,4,4,3,
83,1,4,5,,2,4,3,,3,2,1,,2,2,2,,2,2,2,,4,1,2,
84,1,2,1,,1,1,2,,4,4,2,,5,4,3,,4,3,1,,2,1,2,
85,2,2,2,,1,2,1,,1,4,1,,5,5,2,,1,4,2,,1,4,2,
86,1,3,1,,1,1,4,,3,5,1,,4,3,2,,5,1,2,,2,2,2,
87,1,4,1,,5,1,2,,2,1,2,,3,1,2,,2,1,3,,2,1,4,
88,4,2,1,,4,2,5,,4,4,2,,3,1,1,,1,4,4,,2,1,4,
89,4,5,1,,3,4,2,,4,4,5,,2,1,4,,2,5,5,,2,2,3,
90,1,3,1,,3,2,4,,1,1,2,,5,4,2,,3,1,1,,2,4,1,
91,2,,5,,4,,1,,2,,1,,2,,5,,4,,3,,1,,1,
92,4,,2,,1,,3,,4,,1,,2,,3,,3,,1,,4,,1,
93,3,,1,,4,,5,,1,,2,,2,,2,,4,,1,,2,,4,
94,1,,1,,1,,4,,4,,5,,1,,5,,2,,3,,1,,2,
95,4,,4,,5,,4,,3,,3,,5,,2,,4,,5,,2,,3,
96,1,,2,,1,,3,,5,,4,,5,,1,,1,,2,,3,,2,
97,1,,4,,3,,3,,3,,4,,1,,2,,1,,3,,1,,1,
98,3,,1,,2,,1,,2,,2,,2,,2,,4,,1,,5,,2,
99,2,,3,,2,,5,,5,,3,,2,,2,,4,,3,,5,,2,
100,1,,4,,3,,1,,4,,2,,1,,4,,5,,4,,1,,3,
101,,,1,,,,3,,,,5,,,,3,,,,1,,,,2,
102,,,1,,,,2,,,,1,,,,5,,,,1,,,,1,
103,,,5,,,,2,,,,1,,,,2,,,,3,,,,1,
104,,,4,,,,5,,,,4,,,,3,,,,4,,,,1,
105,,,2,,,,4,,,,1,,,,1,,,,4,,,,3,
106,,,1,,,,1,,,,2,,,,1,,,,1,,,,3,
107,,,2,,,,1,,,,1,,,,3,,,,1,,,,3,
108,,,4,,,,3,,,,4,,,,5,,,,3,,,,1,
109,,,4,,,,2,,,,4,,,,1,,,,3,,,,4,
110,,,2,,,,3,,,,2,,,,3,,,,1,,,,2,
111,,,1,,,,4,,,,3,,,,3,,,,4,,,,1,
112,,,4,,,,3,,,,5,,,,1,,,,1,,,,1,
113,,,2,,,,4,,,,1,,,,4,,,,2,,,,2,
114,,,2,,,,5,,,,2,,,,4,,,,4,,,,2,
115,,,4,,,,4,,,,3,,,,5,,,,4,,,,4,
116,,,1,,,,1,,,,2,,,,2,,,,4,,,,4,
117,,,2,,,,4,,,,4,,,,1,,,,4,,,,1,
118,,,4,,,,5,,,,2,,,,4,,,,2,,,,2,
119,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
120,,,3,,,,2,,,,2,,,,4,,,,2,,,,2,
121,,,4,,,,2,,,,1,,,,2,,,,4,,,,3,
122,,,1,,,,4,,,,1,,,,4,,,,4,,,,2,
123,,,3,,,,3,,,,2,,,,2,,,,4,,,,1,
124,,,2,,,,2,,,,4,,,,2,,,,4,,,,4,
125,,,2,,,,2,,,,2,,,,2,,,,4,,,,5,
126,,,5,,,,2,,,,2,,,,3,,,,4,,,,3,
127,,,2,,,,5,,,,2,,,,4,,,,5,,,,4,
128,,,2,,,,5,,,,2,,,,5,,,,2,,,,3,
129,,,3,,,,4,,,,1,,,,2,,,,2,,,,4,
130,,,4,,,,3,,,,1,,,,1,,,,4,,,,4,
131,,,4,,,,5,,,,3,,,,4,,,,3,,,,1,
132,,,2,,,,4,,,,3,,,,1,,,,2,,,,3,
133,,,4,,,,2,,,,4,,,,5,,,,2,,,,3,
134,,,1,,,,3,,,,4,,,,2,,,,5,,,,1,
135,,,2,,,,1,,,,5,,,,2,,,,2,,,,2,
136,,,1,,,,1,,,,4,,,,1,,,,2,,,,4,
137,,,4,,,,5,,,,4,,,,4,,,,1,,,,1,
138,,,1,,,,4,,,,3,,,,1,,,,1,,,,3,
139,,,4,,,,4,,,,2,,,,4,,,,2,,,,5,
140,,,3,,,,4,,,,4,,,,5,,,,2,,,,1,
