,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
36,4,2,2,,5,2,2,,5,2,2,,1,1,2,,1,1,1,,2,1,1,
37,5,2,2,,3,2,2,,3,3,2,,3,2,2,,3,2,2,,4,2,3,
38,2,2,1,,1,1,1,,3,3,1,,1,2,3,,1,2,3,,3,3,2,
39,4,2,1,,4,2,2,,2,2,3,,1,3,4,,5,1,4,,2,2,1,
40,1,2,1,,1,2,1,,3,3,2,,3,3,3,,4,2,1,,5,2,1,
41,1,1,1,,3,3,1,,4,3,2,,3,3,2,,1,2,1,,3,2,2,
42,3,3,4,,2,2,1,,1,3,1,,2,3,3,,1,4,1,,1,2,1,
43,1,5,5,,1,1,2,,1,2,1,,1,2,2,,3,1,2,,3,3,1,
44,1,2,1,,2,2,3,,3,3,3,,4,5,2,,1,3,3,,3,1,2,
45,1,3,2,,3,2,1,,1,1,5,,1,3,2,,3,3,2,,1,2,4,
46,1,2,4,,3,2,2,,2,3,2,,1,1,3,,5,2,3,,1,1,3,
47,2,4,2,,3,4,2,,2,4,2,,4,4,2,,2,2,3,,2,2,3,
48,2,1,2,,5,4,2,,1,2,1,,2,2,2,,2,2,4,,5,1,1,
49,2,1,2,,2,2,1,,1,2,3,,2,3,2,,2,1,2,,3,3,2,
50,1,1,1,,1,3,3,,2,3,2,,1,3,2,,3,1,3,,3,2,1,
51,4,2,2,,3,2,2,,4,2,2,,5,2,1,,1,2,3,,5,3,1,
52,2,1,2,,4,2,1,,2,1,4,,3,4,2,,1,2,1,,3,1,2,
53,2,3,3,,1,2,4,,2,3,5,,3,5,1,,1,3,3,,4,1,3,
54,3,2,1,,4,1,2,,3,2,3,,2,2,3,,4,2,2,,3,2,1,
55,2,1,1,,1,5,1,,2,2,3,,2,2,1,,1,1,1,,1,2,3,
56,2,2,2,,1,2,3,,4,1,3,,1,1,3,,2,1,1,,1,3,1,
57,1,1,3,,2,2,3,,5,4,3,,2,2,4,,2,3,2,,4,2,1,
58,5,2,2,,2,2,3,,4,1,5,,2,2,2,,1,3,2,,4,4,1,
59,3,2,2,,1,1,2,,2,1,3,,2,2,2,,1,3,2,,2,3,4,
60,3,2,1,,2,2,4,,2,1,2,,3,2,3,,1,2,1,,1,2,3,
61,3,5,2,,2,1,1,,2,3,4,,3,2,4,,5,2,1,,2,1,1,
62,3,3,1,,4,2,3,,2,3,2,,2,2,1,,4,1,1,,3,3,5,
63,1,1,1,,3,1,5,,3,1,3,,3,2,1,,2,2,1,,1,2,3,
64,3,2,1,,1,4,2,,1,1,1,,1,2,1,,1,2,4,,1,2,1,
65,1,1,2,,1,3,2,,4,3,1,,2,1,1,,1,2,2,,2,2,3,
66,2,2,1,,2,2,2,,4,3,3,,3,3,1,,5,2,2,,1,2,2,
67,1,2,3,,1,3,1,,1,2,3,,4,2,1,,1,2,1,,1,3,2,
68,1,3,1,,1,3,3,,1,3,3,,1,2,2,,2,3,1,,2,1,2,
69,1,1,2,,2,2,2,,3,2,3,,1,3,1,,5,3,2,,3,2,1,
70,5,3,1,,2,2,4,,2,3,1,,3,1,1,,1,2,2,,1,2,3,
71,2,2,2,,2,2,4,,5,1,3,,1,2,3,,3,1,3,,1,1,1,
72,3,2,4,,2,3,3,,2,2,1,,1,1,4,,4,2,2,,4,4,2,
73,3,3,2,,1,5,2,,5,2,2,,1,3,2,,3,4,5,,2,2,2,
74,1,1,3,,2,1,2,,4,5,2,,1,2,3,,3,2,2,,1,5,1,
75,2,4,2,,2,1,4,,5,2,1,,2,1,1,,1,2,2,,4,1,4,
76,2,1,3,,4,1,1,,3,2,1,,2,1,1,,1,1,1,,1,5,1,
77,4,1,1,,3,5,3,,5,3,1,,1,2,1,,1,4,3,,2,2,3,
78,1,4,3,,2,2,4,,1,3,5,,1,4,1,,1,1,1,,5,5,4,
79,2,1,3,,1,2,3,,1,2,4,,2,3,5,,3,3,3,,2,1,1,
80,2,2,4,,3,1,5,,3,1,3,,3,1,1,,1,2,2,,2,1,5,
81,5,3,3,,3,4,3,,2,5,3,,1,4,1,,2,2,2,,4,3,3,
82,3,1,1,,2,1,1,,2,4,1,,5,4,1,,4,1,3,,3,2,2,
83,1,4,3,,1,4,2,,3,3,3,,1,5,2,,1,2,2,,2,1,3,
84,2,2,3,,1,1,2,,3,1,3,,1,3,1,,4,3,4,,2,5,2,
85,3,2,2,,5,1,1,,3,1,2,,5,2,2,,1,3,1,,1,1,2,
86,1,3,3,,3,3,3,,3,2,1,,1,3,2,,5,1,1,,2,2,2,
87,3,2,2,,5,1,2,,3,2,2,,3,2,3,,3,1,3,,3,1,2,
88,4,2,1,,1,2,1,,5,4,3,,3,1,4,,4,3,4,,4,1,3,
89,2,3,2,,3,3,2,,1,1,5,,2,1,3,,3,1,2,,2,2,2,
90,4,2,1,,3,2,2,,5,3,2,,3,1,2,,1,1,1,,2,1,2,
91,2,,1,,3,,3,,3,,1,,1,,2,,1,,4,,1,,2,
92,4,,2,,1,,3,,3,,1,,2,,2,,3,,2,,1,,1,
93,3,,3,,5,,1,,1,,3,,3,,2,,3,,2,,1,,4,
94,1,,1,,2,,3,,1,,3,,1,,3,,2,,3,,4,,1,
95,4,,4,,2,,4,,2,,2,,2,,2,,4,,1,,2,,1,
96,5,,3,,2,,3,,4,,1,,2,,1,,1,,2,,3,,2,
97,1,,1,,4,,3,,1,,2,,1,,5,,4,,3,,2,,3,
98,4,,1,,5,,2,,5,,2,,3,,3,,4,,5,,4,,2,
99,2,,3,,2,,2,,1,,2,,1,,2,,4,,2,,4,,5,
100,4,,2,,4,,2,,2,,2,,3,,2,,3,,3,,2,,3,
101,,,2,,,,3,,,,2,,,,3,,,,1,,,,2,
102,,,1,,,,1,,,,3,,,,5,,,,1,,,,2,
103,,,1,,,,2,,,,3,,,,4,,,,3,,,,3,
104,,,3,,,,3,,,,1,,,,2,,,,1,,,,2,
105,,,2,,,,4,,,,2,,,,2,,,,1,,,,2,
106,,,2,,,,1,,,,2,,,,1,,,,3,,,,4,
107,,,1,,,,3,,,,1,,,,1,,,,2,,,,2,
108,,,2,,,,1,,,,3,,,,3,,,,2,,,,1,
109,,,3,,,,2,,,,2,,,,1,,,,3,,,,2,
110,,,2,,,,3,,,,2,,,,3,,,,3,,,,2,
111,,,2,,,,3,,,,2,,,,3,,,,1,,,,4,
112,,,3,,,,3,,,,4,,,,1,,,,1,,,,2,
113,,,3,,,,1,,,,1,,,,2,,,,4,,,,2,
114,,,3,,,,5,,,,2,,,,1,,,,2,,,,2,
115,,,1,,,,2,,,,1,,,,3,,,,2,,,,2,
116,,,1,,,,1,,,,2,,,,2,,,,3,,,,3,
117,,,1,,,,3,,,,3,,,,1,,,,3,,,,4,
118,,,3,,,,2,,,,3,,,,2,,,,3,,,,1,
119,,,3,,,,2,,,,2,,,,2,,,,2,,,,2,
120,,,1,,,,1,,,,2,,,,3,,,,2,,,,2,
121,,,2,,,,2,,,,2,,,,2,,,,1,,,,3,
122,,,2,,,,1,,,,1,,,,2,,,,3,,,,2,
123,,,3,,,,2,,,,2,,,,2,,,,2,,,,1,
124,,,1,,,,3,,,,4,,,,2,,,,3,,,,3,
125,,,1,,,,2,,,,2,,,,3,,,,1,,,,1,
126,,,3,,,,3,,,,3,,,,3,,,,1,,,,5,
127,,,1,,,,2,,,,3,,,,2,,,,2,,,,3,
128,,,2,,,,1,,,,3,,,,3,,,,1,,,,3,
129,,,1,,,,4,,,,3,,,,1,,,,2,,,,4,
130,,,1,,,,3,,,,3,,,,2,,,,3,,,,3,
131,,,2,,,,1,,,,1,,,,1,,,,2,,,,1,
132,,,2,,,,2,,,,3,,,,2,,,,2,,,,1,
133,,,1,,,,2,,,,2,,,,2,,,,2,,,,1,
134,,,1,,,,3,,,,2,,,,2,,,,1,,,,4,
135,,,3,,,,3,,,,2,,,,2,,,,3,,,,1,
136,,,1,,,,1,,,,2,,,,3,,,,2,,,,2,
137,,,3,,,,2,,,,2,,,,3,,,,2,,,,4,
138,,,1,,,,3,,,,3,,,,1,,,,1,,,,3,
139,,,1,,,,2,,,,2,,,,2,,,,2,,,,2,
140,,,2,,,,2,,,,1,,,,1,,,,2,,,,1,
