,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
35,1,2,2,,2,2,3,,5,3,4,,1,4,2,,5,2,2,,5,2,3,
36,1,3,2,,5,2,2,,4,2,3,,4,5,2,,5,2,3,,2,1,5,
37,5,2,2,,3,5,2,,3,3,2,,2,1,4,,3,3,2,,4,2,2,
38,2,2,3,,1,3,1,,3,3,1,,1,2,3,,1,2,3,,2,2,2,
39,3,3,1,,3,2,1,,2,4,5,,4,2,3,,5,5,4,,2,3,1,
40,1,2,4,,5,3,1,,3,1,1,,3,2,3,,4,2,5,,5,5,4,
41,1,1,3,,3,3,1,,3,2,4,,3,2,4,,1,2,4,,1,2,2,
42,4,4,4,,2,2,5,,2,2,1,,1,2,5,,1,2,2,,3,2,3,
43,1,5,4,,3,2,5,,2,2,3,,5,4,1,,2,1,2,,3,2,1,
44,4,3,5,,2,3,3,,1,3,3,,4,5,3,,5,2,1,,3,4,2,
45,4,5,2,,3,2,5,,1,3,3,,5,5,4,,1,2,3,,1,2,4,
46,1,2,4,,4,2,2,,2,2,2,,3,1,2,,5,3,1,,3,2,3,
47,2,4,2,,3,4,2,,2,2,3,,4,4,1,,2,3,3,,2,2,1,
48,2,4,3,,5,4,2,,3,2,4,,1,5,1,,2,2,4,,5,4,5,
49,2,1,2,,2,4,1,,3,2,3,,3,1,5,,2,2,5,,3,3,2,
50,1,2,1,,1,3,1,,2,5,2,,5,2,2,,3,1,3,,3,1,2,
51,4,3,2,,3,1,4,,4,2,4,,5,2,3,,1,2,3,,5,2,1,
52,2,5,2,,4,3,1,,5,1,4,,2,3,2,,5,1,5,,3,1,2,
53,2,3,2,,3,2,4,,4,3,5,,3,5,2,,2,2,3,,4,2,4,
54,4,4,3,,4,2,4,,2,2,2,,2,2,2,,4,2,4,,3,2,5,
55,2,3,1,,1,1,1,,2,2,3,,2,2,3,,1,3,5,,5,2,3,
56,2,3,2,,1,3,4,,4,1,3,,1,3,3,,2,4,4,,1,2,3,
57,1,3,3,,2,2,3,,5,3,1,,2,2,4,,2,2,2,,3,2,2,
58,5,5,2,,2,4,3,,4,4,5,,2,2,2,,1,3,1,,5,4,1,
59,3,2,2,,1,5,3,,2,3,3,,2,2,3,,3,2,2,,3,3,4,
60,2,3,3,,2,2,4,,2,1,2,,2,2,3,,2,2,1,,4,1,3,
61,4,2,2,,2,3,1,,2,2,5,,3,3,4,,1,3,4,,4,1,1,
62,4,4,1,,3,2,4,,2,5,2,,2,2,2,,4,4,2,,2,2,5,
63,1,1,1,,4,5,2,,3,1,3,,3,2,5,,2,4,1,,2,2,3,
64,3,2,1,,4,4,4,,2,1,3,,1,4,1,,2,2,4,,1,3,3,
65,1,2,5,,2,3,2,,4,3,5,,2,2,3,,1,2,2,,2,5,2,
66,2,2,1,,2,5,2,,2,2,3,,2,4,4,,5,2,2,,1,3,1,
67,1,4,3,,4,2,2,,1,5,2,,1,2,1,,1,2,2,,3,3,2,
68,1,3,1,,2,3,4,,1,2,3,,1,5,1,,2,4,1,,2,1,3,
69,1,1,4,,2,2,4,,2,2,3,,1,3,5,,5,2,2,,3,2,1,
70,5,2,1,,3,2,4,,3,3,2,,5,1,1,,4,3,5,,2,3,5,
71,2,3,2,,2,5,5,,2,3,4,,4,2,4,,3,3,4,,4,2,2,
72,1,5,5,,2,3,1,,5,3,4,,1,2,4,,4,5,2,,4,5,4,
73,3,3,2,,1,4,4,,2,2,2,,1,5,2,,3,3,4,,2,2,2,
74,1,1,2,,2,3,2,,4,5,2,,1,2,3,,4,2,4,,1,5,1,
75,4,4,2,,5,2,4,,5,4,2,,5,1,1,,4,4,2,,3,3,3,
76,2,2,3,,4,1,4,,3,2,1,,2,1,3,,4,3,4,,1,2,2,
77,4,1,1,,3,2,3,,2,3,2,,1,2,1,,1,4,5,,2,2,2,
78,2,4,3,,2,2,4,,3,2,5,,3,2,2,,1,1,3,,5,5,4,
79,2,2,2,,1,1,3,,1,2,4,,5,3,4,,4,3,5,,2,2,1,
80,2,3,3,,3,4,3,,3,2,2,,3,2,3,,4,2,2,,2,3,5,
81,5,2,1,,3,4,3,,2,1,3,,3,3,3,,2,2,2,,4,3,3,
82,4,1,1,,3,1,1,,2,4,1,,5,4,3,,4,4,3,,3,4,3,
83,1,4,3,,2,3,2,,3,2,1,,1,5,5,,1,2,2,,2,1,4,
84,2,2,2,,3,1,1,,3,5,4,,5,2,3,,4,3,2,,2,5,2,
85,2,2,4,,3,2,1,,2,1,2,,5,3,3,,1,2,1,,1,5,2,
86,3,3,3,,3,5,3,,3,5,1,,5,3,2,,4,1,2,,2,2,2,
87,3,2,4,,5,1,2,,3,2,2,,3,4,3,,2,1,2,,3,1,2,
88,4,2,1,,1,1,2,,4,4,2,,3,1,3,,3,3,1,,4,1,3,
89,2,3,2,,3,2,2,,3,2,5,,2,5,3,,4,4,2,,2,2,2,
90,5,3,1,,3,2,3,,5,3,2,,5,1,5,,1,4,1,,3,1,2,
91,2,,4,,3,,1,,2,,3,,2,,5,,4,,4,,3,,2,
92,4,,2,,2,,3,,1,,1,,2,,1,,1,,2,,2,,1,
93,3,,3,,5,,5,,1,,3,,3,,2,,4,,1,,2,,4,
94,2,,1,,5,,2,,1,,5,,1,,4,,2,,3,,2,,1,
95,4,,2,,2,,4,,1,,2,,3,,2,,4,,5,,2,,2,
96,5,,2,,3,,3,,4,,2,,2,,5,,1,,1,,3,,2,
97,2,,5,,3,,3,,5,,2,,5,,4,,5,,3,,1,,1,
98,4,,1,,5,,3,,3,,2,,2,,5,,3,,5,,4,,2,
99,2,,3,,2,,2,,1,,3,,2,,2,,4,,2,,4,,1,
100,4,,2,,4,,1,,2,,2,,3,,4,,2,,3,,1,,3,
101,,,1,,,,5,,,,4,,,,3,,,,1,,,,4,
102,,,2,,,,5,,,,3,,,,5,,,,1,,,,4,
103,,,3,,,,2,,,,5,,,,4,,,,3,,,,5,
104,,,3,,,,3,,,,3,,,,2,,,,2,,,,2,
105,,,2,,,,5,,,,1,,,,3,,,,1,,,,3,
106,,,2,,,,1,,,,2,,,,4,,,,2,,,,1,
107,,,2,,,,3,,,,2,,,,3,,,,2,,,,1,
108,,,2,,,,3,,,,2,,,,2,,,,3,,,,3,
109,,,3,,,,2,,,,4,,,,4,,,,1,,,,3,
110,,,3,,,,3,,,,2,,,,3,,,,2,,,,2,
111,,,2,,,,4,,,,3,,,,3,,,,2,,,,1,
112,,,2,,,,4,,,,5,,,,1,,,,2,,,,1,
113,,,3,,,,2,,,,1,,,,2,,,,4,,,,2,
114,,,2,,,,5,,,,2,,,,4,,,,2,,,,2,
115,,,4,,,,3,,,,2,,,,3,,,,4,,,,2,
116,,,2,,,,1,,,,2,,,,2,,,,2,,,,3,
117,,,2,,,,3,,,,2,,,,3,,,,2,,,,2,
118,,,2,,,,4,,,,2,,,,5,,,,3,,,,1,
119,,,3,,,,2,,,,2,,,,2,,,,5,,,,2,
120,,,3,,,,2,,,,2,,,,3,,,,2,,,,1,
121,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,
122,,,3,,,,3,,,,2,,,,3,,,,,,,,2,
123,,,3,,,,3,,,,2,,,,2,,,,4,,,,1,
124,,,2,,,,3,,,,2,,,,2,,,,2,,,,3,
125,,,5,,,,2,,,,2,,,,2,,,,3,,,,5,
126,,,3,,,,4,,,,2,,,,3,,,,4,,,,3,
127,,,3,,,,2,,,,2,,,,4,,,,2,,,,3,
128,,,2,,,,1,,,,3,,,,5,,,,2,,,,2,
129,,,5,,,,4,,,,3,,,,1,,,,2,,,,4,
130,,,2,,,,2,,,,3,,,,1,,,,4,,,,4,
131,,,3,,,,3,,,,2,,,,1,,,,2,,,,1,
132,,,2,,,,2,,,,3,,,,1,,,,5,,,,3,
133,,,3,,,,2,,,,2,,,,4,,,,2,,,,1,
134,,,5,,,,3,,,,5,,,,2,,,,5,,,,4,
135,,,4,,,,2,,,,4,,,,1,,,,3,,,,2,
136,,,1,,,,1,,,,2,,,,2,,,,2,,,,4,
137,,,2,,,,2,,,,4,,,,4,,,,4,,,,2,
138,,,1,,,,5,,,,4,,,,1,,,,2,,,,3,
139,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
140,,,2,,,,3,,,,1,,,,5,,,,2,,,,1,
