,2019_1-1,2019_1-2,2019_1-3,2019_1-4,2019_1-5,2019_2-1,2019_2-2,2019_2-3,2019_2-4,2019_2-5,2019_3-1,2019_3-2,2019_3-3,2019_3-4,2019_4-1,2020_1-1,2020_1-2,2020_1-3,2020_1-4,2020_1-5,2020_2-1,2020_2-2,2020_2-3,2020_2-4,2020_2-5,2020_3-1,2020_3-2,2020_3-3,2020_3-4,2020_4-1,2021_1-1,2021_1-2,2021_1-3,2021_1-4,2021_1-5,2021_2-1,2021_2-2,2021_2-3,2021_2-4,2021_2-5,2021_3-1,2021_3-2,2021_3-3,2021_3-4,2021_4-1,2022_1-1,2022_1-2,2022_1-3,2022_1-4,2022_1-5,2022_2-1,2022_2-2,2022_2-3,2022_2-4,2022_2-5,2022_3-1,2022_3-2,2022_3-3,2022_3-4,2022_4-1,2023_1-1,2023_1-2,2023_1-3,2023_1-4,2023_1-5,2023_2-1,2023_2-2,2023_2-3,2023_2-4,2023_2-5,2023_3-1,2023_3-2,2023_3-3,2023_3-4,2023_4-1,2024_1-1,2024_1-2,2024_1-3,2024_1-4,2024_1-5,2024_2-1,2024_2-2,2024_2-3,2024_2-4,2024_2-5,2024_3-1,2024_3-2,2024_3-3,2024_3-4,2024_4-1
11,3,2,4,2,2,3,4,2,4,4,2,1,4,4,4,5,5,4,2,4,4,4,3,3,4,2,5,4,2,5,5,4,4,5,2,4,1,2,3,2,5,2,3,4,2,3,4,1,1,2,2,3,4,2,2,5,1,5,5,5,5,4,4,3,4,1,4,2,1,2,1,4,4,2,2,3,2,5,4,1,2,3,4,2,1,3,4,4,3,5
12,5,3,2,2,4,2,1,4,2,2,2,1,1,1,1,2,4,5,2,1,3,4,4,3,1,4,2,1,3,2,5,4,5,2,4,2,3,2,5,4,2,5,2,4,1,3,4,1,1,2,3,2,5,3,4,1,4,2,2,4,1,4,5,1,3,1,1,3,4,3,2,5,4,5,4,2,4,3,4,4,1,4,1,1,1,4,3,4,1,4
13,3,2,2,3,3,3,2,1,4,2,3,1,2,2,3,2,5,4,1,4,2,1,2,4,2,2,4,4,1,3,3,2,2,1,1,2,4,2,5,4,1,2,4,5,4,2,4,3,3,2,3,1,4,2,5,1,2,1,2,3,2,2,2,1,4,3,4,2,4,4,2,1,4,2,2,1,2,1,5,2,1,1,4,3,4,2,1,1,2,1
14,5,2,4,1,1,2,2,1,2,3,2,5,4,1,2,1,2,4,2,1,1,3,3,4,1,4,1,5,1,1,3,5,2,4,4,3,3,3,4,5,3,1,2,4,2,5,1,2,1,1,4,2,2,2,3,1,5,4,1,1,5,1,4,2,2,2,3,1,3,1,2,3,2,2,3,2,5,4,1,1,2,4,2,1,2,3,1,2,4,4
15,2,2,2,4,4,4,1,1,1,4,2,2,2,4,1,4,2,1,2,5,1,2,4,2,1,2,3,2,5,4,5,5,1,5,3,3,1,4,5,1,1,1,2,4,3,4,1,2,5,5,5,1,2,3,1,5,3,2,4,4,4,5,1,1,4,2,4,5,1,1,1,1,2,1,3,2,5,1,4,2,2,2,4,2,1,2,1,2,1,1
16,4,4,2,4,1,2,1,2,4,2,5,1,3,1,4,5,5,1,4,1,1,1,2,2,2,2,5,2,4,2,5,5,5,3,5,1,1,1,1,4,4,2,2,3,4,2,1,1,1,5,2,2,3,1,1,1,2,4,1,3,2,1,2,4,1,2,4,4,2,4,4,1,2,1,2,2,2,2,1,3,2,4,1,2,1,1,4,2,3,3
17,5,2,1,5,1,5,1,4,2,5,1,1,4,4,1,5,1,2,3,3,2,4,4,2,4,5,4,2,4,3,4,3,5,2,3,2,4,2,4,4,4,5,1,2,1,4,1,2,1,1,4,4,2,2,1,2,5,2,4,2,3,3,2,1,1,1,4,3,4,5,5,3,4,2,1,2,4,2,4,1,2,4,3,1,2,4,2,3,5,4
18,1,4,5,2,3,4,2,4,4,3,2,4,1,3,1,3,1,2,2,2,2,4,3,3,2,4,4,4,4,4,4,3,4,1,2,4,5,1,4,1,3,3,1,4,2,5,1,2,3,2,1,5,4,2,4,4,2,4,5,1,1,1,1,1,4,2,1,4,1,1,2,5,4,2,4,4,3,4,1,5,2,4,2,2,4,4,3,2,1,2
19,4,4,1,2,2,,,,,,3,2,,,4,2,2,1,1,2,,,,,,4,3,,,3,2,5,4,1,5,,,,,,3,4,,,5,3,4,4,3,2,,,,,,2,1,,,4,3,5,4,4,4,,,,,,4,2,,,1,3,4,4,2,5,,,,,,4,2,,,3
20,5,1,3,4,1,,,,,,3,4,,,5,3,2,1,1,3,,,,,,5,3,,,1,4,3,4,4,4,,,,,,1,4,,,2,4,2,4,3,1,,,,,,3,2,,,4,3,5,4,3,5,,,,,,5,3,,,2,5,5,5,2,1,,,,,,2,1,,,1
21,,,,,,,,,,,2,1,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,4,2,,,
22,,,,,,,,,,,4,3,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,1,2,,,
23,,,,,,,,,,,2,4,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,1,3,,,
24,,,,,,,,,,,2,1,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,5,2,,,
25,,,,,,,,,,,3,1,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,1,1,,,
26,,,,,,,,,,,2,5,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,3,1,,,
27,,,,,,,,,,,3,4,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,5,1,,,
28,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,
29,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,
30,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,
31,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,
32,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,
33,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,
34,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,
35,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,
36,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,
37,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,
38,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,
39,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,
40,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,
41,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,
42,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,
43,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,
44,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,
45,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,
46,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,
47,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,
48,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,
49,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,
50,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,
51,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,
52,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,
53,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,
54,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,
55,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,
56,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,
57,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,
58,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,
59,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,
60,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,
61,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,
62,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,
63,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,
64,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,
65,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,
66,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,
67,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,
68,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,
69,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,
70,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,
71,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,
72,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,
73,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,
74,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,
75,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,
76,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,
77,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,
