,1-1,1-2,1-3,1-4,1-5,2-1,2-2,2-3,2-4,2-5,3-1,3-2,3-3,3-4,4-1,1,2,3,4
Qwen-72B-Chat,0.75,0.8666666666666667,0.8083333333333333,0.7583333333333333,0.8,0.5462962962962963,0.2962962962962963,0.48148148148148145,0.5277777777777778,0.75,0.70995670995671,0.6234567901234568,0.49074074074074076,0.6203703703703703,0.5,0.7966666666666666,0.5203703703703704,0.6535714285714286,0.5
Yi-1.5-34B-Chat,0.5833333333333334,0.625,0.5666666666666667,0.5083333333333333,0.45,0.3888888888888889,0.24074074074074073,0.35185185185185186,0.35185185185185186,0.5740740740740741,0.5043290043290043,0.48148148148148145,0.3333333333333333,0.4166666666666667,0.4583333333333333,0.5466666666666666,0.3814814814814815,0.4666666666666667,0.4583333333333333
Phi-3-medium-4k-instruct,0.6333333333333333,0.625,0.6333333333333333,0.5,0.4,0.3425925925925926,0.2222222222222222,0.3055555555555556,0.3888888888888889,0.5,0.5086580086580087,0.36419753086419754,0.3148148148148148,0.42592592592592593,0.3416666666666667,0.5583333333333333,0.35185185185185186,0.4452380952380952,0.3416666666666667
gpt-3.5-turbo-0125,0.7333333333333333,0.7416666666666667,0.75,0.7083333333333334,0.6416666666666667,0.4074074074074074,0.2777777777777778,0.42592592592592593,0.5,0.6944444444444444,0.6190476190476191,0.5864197530864198,0.42592592592592593,0.39814814814814814,0.39166666666666666,0.715,0.46111111111111114,0.5595238095238095,0.39166666666666666
c4ai-command-r-plus,0.7166666666666667,0.85,0.8166666666666667,0.7166666666666667,0.8416666666666667,0.5555555555555556,0.3148148148148148,0.4351851851851852,0.5370370370370371,0.7870370370370371,0.6818181818181818,0.6049382716049383,0.5092592592592593,0.5648148148148148,0.5166666666666667,0.7883333333333333,0.5259259259259259,0.6297619047619047,0.5166666666666667
Qwen2-7B-Instruct,0.7333333333333333,0.725,0.775,0.575,0.6833333333333333,0.5,0.26851851851851855,0.4537037037037037,0.4722222222222222,0.6388888888888888,0.5497835497835498,0.49382716049382713,0.4351851851851852,0.5185185185185185,0.45,0.6983333333333334,0.4666666666666667,0.5202380952380953,0.45
Meta-Llama-3-8B-Instruct,0.65,0.7416666666666667,0.7166666666666667,0.5833333333333334,0.5666666666666667,0.3888888888888889,0.26851851851851855,0.35185185185185186,0.3888888888888889,0.5925925925925926,0.5476190476190477,0.49382716049382713,0.3333333333333333,0.42592592592592593,0.4083333333333333,0.6516666666666666,0.39814814814814814,0.49404761904761907,0.4083333333333333
Phi-3-small-8k-instruct,0.45,0.5833333333333334,0.625,0.425,0.31666666666666665,0.3055555555555556,0.2037037037037037,0.3333333333333333,0.3055555555555556,0.3888888888888889,0.4588744588744589,0.37037037037037035,0.28703703703703703,0.3333333333333333,0.3,0.48,0.3074074074074074,0.4035714285714286,0.3
chat-bison@001,0.6833333333333333,0.7833333333333333,0.7916666666666666,0.725,0.8333333333333334,0.49074074074074076,0.2037037037037037,0.4537037037037037,0.5277777777777778,0.7407407407407407,0.6428571428571429,0.5740740740740741,0.4351851851851852,0.5555555555555556,0.475,0.7633333333333333,0.48333333333333334,0.5916666666666667,0.475
gemma-2-9b-it,0.75,0.7666666666666667,0.75,0.65,0.725,0.5,0.16666666666666666,0.46296296296296297,0.39814814814814814,0.5740740740740741,0.5151515151515151,0.5308641975308642,0.37962962962962965,0.5277777777777778,0.35,0.7283333333333334,0.4203703703703704,0.5023809523809524,0.35
Phi-3-mini-4k-instruct,0.5583333333333333,0.45,0.475,0.38333333333333336,0.275,0.25925925925925924,0.24074074074074073,0.3611111111111111,0.26851851851851855,0.3333333333333333,0.3246753246753247,0.30246913580246915,0.25925925925925924,0.2962962962962963,0.225,0.42833333333333334,0.29259259259259257,0.30833333333333335,0.225
SOLAR-0-70b-16bit,0.5166666666666667,0.6583333333333333,0.6666666666666666,0.4666666666666667,0.5916666666666667,0.4351851851851852,0.21296296296296297,0.3333333333333333,0.46296296296296297,0.42592592592592593,0.538961038961039,0.4876543209876543,0.3425925925925926,0.4166666666666667,0.38333333333333336,0.58,0.37407407407407406,0.4880952380952381,0.38333333333333336
SOLAR-10.7B-Instruct-v1.0,0.6,0.6916666666666667,0.6583333333333333,0.5166666666666667,0.575,0.4722222222222222,0.21296296296296297,0.37962962962962965,0.3888888888888889,0.5740740740740741,0.5194805194805194,0.5308641975308642,0.3611111111111111,0.4166666666666667,0.31666666666666665,0.6083333333333333,0.40555555555555556,0.4880952380952381,0.31666666666666665
Yi-1.5-9B-Chat,0.575,0.475,0.4583333333333333,0.43333333333333335,0.3416666666666667,0.37962962962962965,0.23148148148148148,0.3148148148148148,0.3611111111111111,0.4351851851851852,0.4004329004329004,0.345679012345679,0.32407407407407407,0.28703703703703703,0.2916666666666667,0.45666666666666667,0.34444444444444444,0.36547619047619045,0.2916666666666667
c4ai-command-r-v01,0.6583333333333333,0.7583333333333333,0.725,0.6416666666666667,0.75,0.4722222222222222,0.25925925925925924,0.37037037037037035,0.5185185185185185,0.75,0.6103896103896104,0.5185185185185185,0.39814814814814814,0.5185185185185185,0.4166666666666667,0.7066666666666667,0.4740740740740741,0.5535714285714286,0.4166666666666667
Llama-2-70b-chat-hf,0.3,0.4583333333333333,0.4083333333333333,0.3333333333333333,0.35833333333333334,0.32407407407407407,0.26851851851851855,0.25,0.28703703703703703,0.21296296296296297,0.3398268398268398,0.3888888888888889,0.2222222222222222,0.3055555555555556,0.25,0.37166666666666665,0.26851851851851855,0.32976190476190476,0.25
Mistral-7B-Instruct-v0.1,0.35,0.45,0.375,0.3416666666666667,0.225,0.28703703703703703,0.1574074074074074,0.17592592592592593,0.25,0.3148148148148148,0.3225108225108225,0.30864197530864196,0.25925925925925924,0.24074074074074073,0.25833333333333336,0.34833333333333333,0.23703703703703705,0.3011904761904762,0.25833333333333336
Llama-2-7b-chat-hf,0.21666666666666667,0.25,0.2833333333333333,0.3416666666666667,0.26666666666666666,0.17592592592592593,0.19444444444444445,0.1388888888888889,0.21296296296296297,0.28703703703703703,0.2727272727272727,0.2777777777777778,0.25,0.21296296296296297,0.15833333333333333,0.27166666666666667,0.20185185185185187,0.2630952380952381,0.15833333333333333
