,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
65,1,5,5,,1,3,2,,4,3,5,,2,5,4,,1,2,2,,2,5,3,
66,5,2,1,,5,5,3,,4,3,3,,3,5,4,,5,2,2,,1,4,2,
67,1,5,3,,1,4,4,,4,5,2,,3,5,1,,1,3,1,,5,5,2,
68,4,1,1,,2,3,4,,1,4,3,,1,2,2,,5,3,1,,2,1,4,
69,1,1,4,,2,3,4,,3,3,4,,1,4,2,,5,1,2,,4,4,1,
70,5,3,1,,5,2,5,,3,3,1,,5,3,5,,4,2,5,,1,4,4,
71,2,5,2,,2,5,4,,5,1,4,,5,2,2,,3,3,5,,4,1,1,
72,4,5,5,,2,4,3,,4,5,5,,1,2,4,,4,2,2,,4,4,2,
73,3,3,2,,1,4,2,,5,5,2,,1,5,5,,3,5,5,,5,4,5,
74,1,1,3,,2,1,5,,4,5,2,,1,2,4,,5,2,5,,1,5,2,
75,2,4,3,,5,1,4,,5,4,1,,2,1,1,,1,4,5,,4,4,3,
76,5,1,3,,4,1,5,,3,4,4,,5,4,3,,3,3,1,,1,5,2,
77,4,5,1,,3,5,3,,5,3,3,,1,2,1,,1,4,3,,4,4,4,
78,1,2,3,,2,4,4,,5,3,5,,5,4,2,,1,1,3,,4,5,5,
79,4,5,3,,1,3,3,,1,5,4,,5,3,5,,4,3,3,,2,5,1,
80,5,2,4,,3,5,3,,3,4,4,,3,1,5,,3,3,4,,2,1,5,
81,5,5,5,,3,5,3,,5,5,4,,1,4,1,,2,2,3,,4,2,3,
82,3,1,1,,2,1,1,,3,4,5,,5,4,5,,4,2,3,,3,5,4,
83,5,4,5,,5,4,2,,3,5,1,,1,5,3,,1,2,2,,5,2,4,
84,2,4,1,,1,1,4,,3,1,4,,5,5,3,,4,3,3,,2,5,2,
85,3,2,5,,5,1,5,,3,1,3,,5,5,3,,1,2,2,,1,5,5,
86,1,3,3,,3,5,3,,3,5,3,,5,3,4,,5,1,4,,2,5,5,
87,1,4,5,,5,3,2,,3,2,2,,3,4,4,,3,5,5,,3,4,2,
88,5,5,2,,1,2,5,,5,4,4,,3,1,5,,4,3,4,,4,4,3,
89,2,1,2,,3,3,2,,3,1,5,,2,5,3,,3,5,2,,5,3,3,
90,5,3,1,,3,2,3,,5,3,2,,3,1,2,,1,3,1,,5,5,2,
91,2,,4,,2,,1,,1,,3,,5,,5,,1,,4,,1,,1,
92,4,,2,,1,,3,,3,,1,,2,,1,,3,,2,,1,,1,
93,3,,5,,5,,5,,1,,1,,3,,2,,3,,5,,1,,5,
94,1,,1,,2,,5,,1,,5,,1,,1,,2,,3,,5,,1,
95,5,,4,,1,,4,,2,,4,,2,,3,,5,,5,,2,,5,
96,5,,5,,4,,3,,5,,3,,5,,3,,1,,2,,3,,2,
97,5,,5,,5,,3,,5,,2,,1,,5,,5,,1,,5,,1,
98,4,,1,,5,,5,,5,,2,,4,,3,,4,,5,,4,,5,
99,2,,3,,2,,5,,1,,1,,2,,2,,5,,1,,4,,5,
100,4,,5,,4,,1,,2,,2,,1,,4,,1,,3,,4,,3,
101,,,5,,,,3,,,,4,,,,3,,,,1,,,,5,
102,,,1,,,,5,,,,3,,,,5,,,,1,,,,4,
103,,,5,,,,2,,,,4,,,,4,,,,2,,,,5,
104,,,4,,,,4,,,,5,,,,5,,,,1,,,,1,
105,,,4,,,,4,,,,2,,,,4,,,,1,,,,3,
106,,,2,,,,1,,,,2,,,,4,,,,3,,,,4,
107,,,1,,,,5,,,,2,,,,5,,,,3,,,,3,
108,,,3,,,,3,,,,1,,,,4,,,,3,,,,1,
109,,,1,,,,3,,,,2,,,,4,,,,1,,,,3,
110,,,2,,,,3,,,,2,,,,4,,,,3,,,,2,
111,,,1,,,,5,,,,3,,,,3,,,,1,,,,4,
112,,,4,,,,4,,,,4,,,,1,,,,3,,,,2,
113,,,4,,,,2,,,,1,,,,4,,,,4,,,,2,
114,,,5,,,,5,,,,2,,,,1,,,,4,,,,4,
115,,,1,,,,4,,,,1,,,,5,,,,5,,,,2,
116,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,
117,,,5,,,,3,,,,3,,,,5,,,,3,,,,4,
118,,,3,,,,2,,,,3,,,,5,,,,5,,,,1,
119,,,3,,,,2,,,,2,,,,2,,,,2,,,,2,
120,,,1,,,,1,,,,3,,,,3,,,,2,,,,2,
121,,,3,,,,3,,,,2,,,,2,,,,1,,,,4,
122,,,4,,,,4,,,,5,,,,3,,,,5,,,,2,
123,,,3,,,,5,,,,2,,,,3,,,,3,,,,2,
124,,,3,,,,3,,,,4,,,,4,,,,5,,,,3,
125,,,4,,,,2,,,,2,,,,2,,,,3,,,,5,
126,,,3,,,,4,,,,2,,,,3,,,,4,,,,5,
127,,,3,,,,3,,,,3,,,,4,,,,2,,,,4,
128,,,2,,,,1,,,,3,,,,5,,,,2,,,,3,
129,,,5,,,,4,,,,3,,,,1,,,,2,,,,5,
130,,,4,,,,4,,,,5,,,,5,,,,4,,,,5,
131,,,4,,,,3,,,,3,,,,1,,,,5,,,,1,
132,,,2,,,,4,,,,3,,,,3,,,,5,,,,5,
133,,,3,,,,2,,,,2,,,,1,,,,2,,,,1,
134,,,5,,,,5,,,,5,,,,2,,,,5,,,,4,
135,,,5,,,,2,,,,5,,,,2,,,,4,,,,2,
136,,,2,,,,5,,,,4,,,,5,,,,2,,,,4,
137,,,3,,,,2,,,,2,,,,3,,,,5,,,,4,
138,,,4,,,,4,,,,3,,,,4,,,,1,,,,3,
139,,,2,,,,4,,,,4,,,,3,,,,3,,,,4,
140,,,3,,,,4,,,,4,,,,2,,,,3,,,,1,
