,1-1,1-2,1-3,1-4,1-5,2-1,2-2,2-3,2-4,2-5,3-1,3-2,3-3,3-4,4-1,1,2,3,4
c4ai-command-r-plus,0.8282828282828283,0.8833333333333333,0.868421052631579,0.825,0.9166666666666666,0.5670103092783505,0.45,0.5212765957446809,0.6666666666666666,0.7870370370370371,0.7077922077922078,0.6794871794871795,0.5288461538461539,0.5961538461538461,0.4666666666666667,0.8656195462478184,0.6318289786223278,0.6658595641646489,0.4666666666666667
Qwen2-7B-Instruct,0.7878787878787878,0.825,0.868421052631579,0.7583333333333333,0.9083333333333333,0.5567010309278351,0.3,0.5638297872340425,0.6764705882352942,0.7685185185185185,0.6861471861471862,0.6217948717948718,0.5673076923076923,0.625,0.44166666666666665,0.8307155322862129,0.6294536817102138,0.6513317191283293,0.44166666666666665
Meta-Llama-3-8B-Instruct,0.8484848484848485,0.9166666666666666,0.8421052631578947,0.725,0.9083333333333333,0.4742268041237113,0.65,0.4574468085106383,0.6764705882352942,0.7870370370370371,0.6904761904761905,0.6217948717948718,0.49038461538461536,0.5865384615384616,0.4166666666666667,0.8481675392670157,0.6080760095011877,0.639225181598063,0.4166666666666667
Phi-3-small-8k-instruct,0.8383838383838383,0.8333333333333334,0.8859649122807017,0.7916666666666666,0.85,0.5360824742268041,0.35,0.5106382978723404,0.6372549019607843,0.6481481481481481,0.7142857142857143,0.6153846153846154,0.5096153846153846,0.5865384615384616,0.4166666666666667,0.8394415357766143,0.5748218527315915,0.6537530266343826,0.4166666666666667
chat-bison@001,0.7878787878787878,0.8333333333333334,0.7894736842105263,0.7166666666666667,0.8666666666666667,0.5979381443298969,0.45,0.5212765957446809,0.6470588235294118,0.8148148148148148,0.6688311688311688,0.6153846153846154,0.5192307692307693,0.5192307692307693,0.45,0.7993019197207679,0.6413301662707839,0.6210653753026635,0.45
gemma-2-9b-it,0.8484848484848485,0.9083333333333333,0.8596491228070176,0.775,0.8583333333333333,0.5876288659793815,0.4,0.5319148936170213,0.5980392156862745,0.7962962962962963,0.5974025974025974,0.5705128205128205,0.4519230769230769,0.625,0.35833333333333334,0.849912739965096,0.6223277909738717,0.5774818401937046,0.35833333333333334
Phi-3-mini-4k-instruct,0.8787878787878788,0.8166666666666667,0.8596491228070176,0.7166666666666667,0.9,0.5154639175257731,0.25,0.5425531914893617,0.5882352941176471,0.5925925925925926,0.6753246753246753,0.5064102564102564,0.5192307692307693,0.5673076923076923,0.36666666666666664,0.8324607329842932,0.5463182897862233,0.6101694915254238,0.36666666666666664
SOLAR-0-70b-16bit,0.6464646464646465,0.75,0.7807017543859649,0.6166666666666667,0.8333333333333334,0.5360824742268041,0.4,0.5,0.6764705882352942,0.6666666666666666,0.6861471861471862,0.5705128205128205,0.5480769230769231,0.625,0.475,0.7277486910994765,0.5890736342042755,0.639225181598063,0.475
SOLAR-10.7B-Instruct-v1.0,0.7676767676767676,0.825,0.8421052631578947,0.65,0.8666666666666667,0.4742268041237113,0.1,0.5531914893617021,0.5784313725490197,0.7222222222222222,0.6818181818181818,0.5576923076923077,0.46153846153846156,0.5,0.4166666666666667,0.7905759162303665,0.5629453681710214,0.6077481840193705,0.4166666666666667
Yi-1.5-9B-Chat,0.7777777777777778,0.7666666666666667,0.7631578947368421,0.6916666666666667,0.8583333333333333,0.6185567010309279,0.35,0.5106382978723404,0.6666666666666666,0.7037037037037037,0.5627705627705628,0.5512820512820513,0.5480769230769231,0.5961538461538461,0.44166666666666665,0.7713787085514834,0.6152019002375297,0.562953995157385,0.44166666666666665
c4ai-command-r-v01,0.7676767676767676,0.775,0.8070175438596491,0.6666666666666666,0.8166666666666667,0.5154639175257731,0.3,0.5212765957446809,0.6078431372549019,0.7037037037037037,0.6558441558441559,0.5769230769230769,0.4326923076923077,0.5,0.375,0.7661431064572426,0.5771971496437055,0.5932203389830508,0.375
Llama-2-70b-chat-hf,0.48484848484848486,0.65,0.6754385964912281,0.6,0.7583333333333333,0.4639175257731959,0.2,0.4574468085106383,0.5196078431372549,0.5185185185185185,0.538961038961039,0.46794871794871795,0.47115384615384615,0.5096153846153846,0.3416666666666667,0.6387434554973822,0.47743467933491684,0.513317191283293,0.3416666666666667
Mistral-7B-Instruct-v0.1,0.5555555555555556,0.7,0.6578947368421053,0.6166666666666667,0.7333333333333333,0.422680412371134,0.4,0.35106382978723405,0.3627450980392157,0.5370370370370371,0.47186147186147187,0.46153846153846156,0.3942307692307692,0.4423076923076923,0.25,0.6561954624781849,0.42042755344418054,0.45641646489104115,0.25
Llama-2-7b-chat-hf,0.36363636363636365,0.4083333333333333,0.45614035087719296,0.425,0.525,0.26804123711340205,0.4,0.20212765957446807,0.3333333333333333,0.35185185185185186,0.31385281385281383,0.3525641025641026,0.3173076923076923,0.28846153846153844,0.23333333333333334,0.43804537521815007,0.29691211401425177,0.31840193704600483,0.23333333333333334
