,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
104,,,3,,,,3,,,,2,,,,3,,,,1,,,,2,
105,,,1,,,,2,,,,1,,,,2,,,,3,,,,3,
106,,,2,,,,2,,,,2,,,,1,,,,2,,,,1,
107,,,2,,,,3,,,,2,,,,2,,,,2,,,,2,
108,,,2,,,,3,,,,3,,,,3,,,,2,,,,3,
109,,,3,,,,2,,,,2,,,,1,,,,2,,,,2,
110,,,2,,,,3,,,,2,,,,3,,,,3,,,,2,
111,,,2,,,,2,,,,3,,,,3,,,,2,,,,4,
112,,,3,,,,3,,,,4,,,,1,,,,2,,,,3,
113,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,
114,,,2,,,,5,,,,2,,,,1,,,,2,,,,2,
115,,,2,,,,2,,,,3,,,,3,,,,2,,,,2,
116,,,2,,,,3,,,,2,,,,3,,,,3,,,,3,
117,,,2,,,,2,,,,3,,,,3,,,,2,,,,2,
118,,,3,,,,3,,,,3,,,,2,,,,3,,,,1,
119,,,3,,,,2,,,,2,,,,2,,,,2,,,,2,
120,,,1,,,,1,,,,2,,,,3,,,,2,,,,2,
121,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
122,,,2,,,,3,,,,1,,,,2,,,,2,,,,2,
123,,,3,,,,2,,,,2,,,,2,,,,2,,,,1,
124,,,2,,,,3,,,,2,,,,2,,,,2,,,,3,
125,,,3,,,,2,,,,2,,,,2,,,,2,,,,1,
126,,,3,,,,3,,,,2,,,,3,,,,3,,,,1,
127,,,1,,,,2,,,,3,,,,2,,,,2,,,,3,
128,,,2,,,,1,,,,3,,,,3,,,,2,,,,3,
129,,,3,,,,1,,,,3,,,,1,,,,2,,,,4,
130,,,2,,,,3,,,,3,,,,1,,,,3,,,,3,
131,,,2,,,,2,,,,2,,,,1,,,,2,,,,1,
132,,,2,,,,2,,,,3,,,,2,,,,2,,,,2,
133,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,
134,,,2,,,,3,,,,4,,,,2,,,,5,,,,1,
135,,,3,,,,2,,,,3,,,,1,,,,2,,,,3,
136,,,1,,,,2,,,,2,,,,2,,,,2,,,,2,
137,,,3,,,,2,,,,2,,,,3,,,,1,,,,1,
138,,,1,,,,3,,,,3,,,,1,,,,2,,,,3,
139,,,2,,,,1,,,,2,,,,2,,,,2,,,,2,
140,,,2,,,,2,,,,2,,,,3,,,,2,,,,1,
