,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
81,4,5,2,,2,4,2,,2,1,1,,1,2,1,,2,1,4,,4,2,5,
82,1,4,1,,4,1,4,,1,1,1,,1,1,4,,4,2,5,,1,1,1,
83,4,2,2,,1,4,1,,4,2,1,,2,2,5,,1,2,2,,1,1,1,
84,2,4,2,,1,1,2,,5,4,4,,4,2,1,,5,1,1,,4,1,2,
85,2,4,1,,1,1,1,,1,1,1,,2,4,4,,1,2,2,,1,4,2,
86,1,2,2,,1,2,2,,2,4,2,,4,4,2,,1,2,1,,2,2,1,
87,2,4,2,,2,4,2,,1,1,2,,3,4,2,,1,1,2,,4,4,2,
88,4,4,1,,4,4,5,,2,1,4,,3,1,1,,1,1,4,,2,4,2,
89,4,1,4,,2,4,2,,2,1,5,,2,1,2,,2,4,2,,2,2,2,
90,1,2,1,,4,2,4,,1,2,1,,5,2,1,,5,2,5,,2,4,1,
91,1,,1,,1,,1,,2,,1,,1,,2,,4,,4,,1,,1,
92,1,,2,,2,,4,,5,,4,,2,,5,,1,,1,,4,,4,
93,4,,5,,2,,1,,2,,4,,4,,2,,2,,1,,4,,1,
94,2,,1,,4,,4,,1,,5,,5,,1,,1,,4,,5,,1,
95,1,,2,,5,,2,,1,,2,,1,,2,,2,,1,,5,,2,
96,5,,2,,1,,2,,4,,4,,4,,1,,1,,2,,3,,5,
97,1,,1,,2,,2,,4,,2,,1,,1,,1,,5,,4,,1,
98,1,,1,,2,,2,,5,,5,,2,,2,,5,,1,,5,,1,
99,2,,1,,4,,1,,5,,2,,2,,1,,1,,2,,1,,2,
100,1,,1,,1,,1,,1,,2,,1,,4,,5,,4,,2,,4,
101,,,2,,,,3,,,,1,,,,2,,,,2,,,,4,
102,,,4,,,,4,,,,1,,,,5,,,,1,,,,1,
103,,,4,,,,2,,,,1,,,,5,,,,4,,,,2,
104,,,4,,,,1,,,,1,,,,2,,,,1,,,,2,
105,,,2,,,,4,,,,1,,,,2,,,,1,,,,4,
106,,,2,,,,4,,,,1,,,,1,,,,2,,,,1,
107,,,4,,,,1,,,,2,,,,2,,,,4,,,,1,
108,,,2,,,,2,,,,2,,,,1,,,,1,,,,1,
109,,,4,,,,1,,,,1,,,,1,,,,1,,,,4,
110,,,2,,,,2,,,,2,,,,5,,,,2,,,,2,
111,,,2,,,,4,,,,2,,,,1,,,,2,,,,4,
112,,,4,,,,2,,,,1,,,,1,,,,1,,,,1,
113,,,2,,,,1,,,,1,,,,1,,,,2,,,,2,
114,,,5,,,,5,,,,2,,,,4,,,,4,,,,1,
115,,,4,,,,1,,,,4,,,,1,,,,4,,,,4,
116,,,2,,,,4,,,,4,,,,2,,,,2,,,,4,
117,,,2,,,,2,,,,1,,,,4,,,,1,,,,1,
118,,,1,,,,1,,,,1,,,,4,,,,2,,,,1,
119,,,4,,,,1,,,,2,,,,2,,,,2,,,,2,
120,,,2,,,,4,,,,2,,,,2,,,,2,,,,4,
121,,,1,,,,5,,,,4,,,,4,,,,1,,,,2,
122,,,2,,,,4,,,,2,,,,4,,,,1,,,,1,
123,,,4,,,,1,,,,1,,,,5,,,,4,,,,1,
124,,,2,,,,2,,,,4,,,,2,,,,4,,,,4,
125,,,5,,,,2,,,,1,,,,2,,,,2,,,,4,
126,,,1,,,,2,,,,2,,,,1,,,,2,,,,1,
127,,,2,,,,5,,,,2,,,,2,,,,2,,,,2,
128,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,
129,,,2,,,,5,,,,1,,,,5,,,,2,,,,4,
130,,,1,,,,1,,,,1,,,,4,,,,2,,,,4,
131,,,4,,,,2,,,,1,,,,2,,,,1,,,,1,
132,,,1,,,,2,,,,2,,,,1,,,,1,,,,5,
133,,,2,,,,2,,,,4,,,,1,,,,4,,,,2,
134,,,2,,,,4,,,,4,,,,1,,,,5,,,,4,
135,,,2,,,,5,,,,4,,,,1,,,,2,,,,4,
136,,,1,,,,2,,,,1,,,,2,,,,2,,,,4,
137,,,2,,,,5,,,,2,,,,2,,,,1,,,,2,
138,,,1,,,,4,,,,2,,,,5,,,,2,,,,1,
139,,,2,,,,2,,,,2,,,,4,,,,4,,,,4,
140,,,2,,,,4,,,,1,,,,2,,,,2,,,,1,
