,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
78,5,4,3,,5,4,4,,3,3,5,,5,4,1,,1,1,1,,5,5,4,
79,5,5,2,,1,1,3,,1,2,4,,5,5,4,,5,3,4,,2,4,1,
80,2,5,4,,3,5,5,,2,2,3,,3,5,5,,3,3,4,,2,1,5,
81,5,5,5,,3,4,3,,5,5,3,,1,3,1,,2,2,2,,4,3,3,
82,3,5,1,,2,1,1,,5,4,1,,5,4,3,,4,3,3,,3,4,4,
83,5,4,5,,5,4,2,,3,5,1,,1,5,2,,1,2,2,,2,1,4,
84,3,2,3,,1,1,4,,3,1,4,,5,2,3,,4,3,5,,2,5,2,
85,3,2,4,,5,1,1,,3,1,5,,4,5,3,,1,5,2,,1,5,3,
86,3,3,3,,3,3,3,,3,5,1,,5,3,2,,5,1,4,,2,5,2,
87,1,2,4,,5,1,2,,3,4,4,,3,3,3,,3,1,3,,3,1,2,
88,4,2,2,,1,2,4,,3,4,4,,3,4,4,,4,3,1,,4,1,3,
89,2,4,2,,3,2,2,,1,1,5,,2,5,4,,3,5,2,,5,2,2,
90,4,1,1,,3,2,4,,5,3,3,,3,5,2,,1,2,1,,2,5,2,
91,2,,4,,2,,1,,3,,5,,5,,5,,1,,4,,1,,2,
92,4,,4,,5,,3,,3,,1,,2,,3,,3,,2,,1,,1,
93,3,,3,,5,,5,,1,,3,,3,,3,,3,,4,,1,,4,
94,1,,1,,2,,3,,1,,5,,1,,3,,2,,5,,4,,1,
95,5,,4,,1,,5,,2,,3,,5,,2,,4,,5,,2,,5,
96,5,,5,,2,,3,,4,,3,,5,,5,,1,,2,,3,,2,
97,5,,5,,4,,3,,5,,2,,1,,4,,4,,5,,5,,3,
98,4,,2,,5,,5,,5,,2,,2,,3,,4,,5,,4,,5,
99,2,,3,,2,,2,,1,,1,,2,,4,,4,,4,,4,,5,
100,4,,4,,4,,5,,2,,2,,2,,5,,3,,4,,5,,3,
101,,,5,,,,3,,,,4,,,,3,,,,1,,,,5,
102,,,5,,,,5,,,,3,,,,5,,,,1,,,,1,
103,,,5,,,,2,,,,3,,,,5,,,,3,,,,5,
104,,,3,,,,3,,,,5,,,,3,,,,4,,,,2,
105,,,4,,,,5,,,,1,,,,3,,,,5,,,,5,
106,,,2,,,,4,,,,2,,,,4,,,,5,,,,4,
107,,,1,,,,5,,,,2,,,,4,,,,5,,,,5,
108,,,2,,,,5,,,,1,,,,2,,,,2,,,,1,
109,,,3,,,,4,,,,2,,,,3,,,,1,,,,4,
110,,,2,,,,3,,,,2,,,,2,,,,3,,,,2,
111,,,1,,,,5,,,,2,,,,3,,,,1,,,,4,
112,,,3,,,,3,,,,4,,,,1,,,,4,,,,2,
113,,,4,,,,2,,,,1,,,,3,,,,4,,,,2,
114,,,5,,,,5,,,,5,,,,4,,,,4,,,,4,
115,,,3,,,,4,,,,1,,,,3,,,,5,,,,1,
116,,,5,,,,1,,,,2,,,,5,,,,5,,,,3,
117,,,5,,,,2,,,,4,,,,3,,,,2,,,,4,
118,,,3,,,,3,,,,3,,,,5,,,,4,,,,1,
119,,,3,,,,2,,,,2,,,,2,,,,2,,,,2,
120,,,1,,,,1,,,,2,,,,1,,,,2,,,,,
121,,,4,,,,2,,,,2,,,,2,,,,2,,,,2,
122,,,5,,,,5,,,,1,,,,,,,,5,,,,2,
123,,,3,,,,5,,,,2,,,,2,,,,5,,,,2,
124,,,2,,,,2,,,,4,,,,4,,,,2,,,,3,
125,,,4,,,,2,,,,2,,,,1,,,,1,,,,5,
126,,,3,,,,4,,,,2,,,,3,,,,4,,,,5,
127,,,3,,,,4,,,,3,,,,4,,,,2,,,,5,
128,,,2,,,,1,,,,3,,,,5,,,,3,,,,3,
129,,,5,,,,4,,,,2,,,,5,,,,2,,,,4,
130,,,4,,,,3,,,,3,,,,1,,,,4,,,,3,
131,,,4,,,,5,,,,2,,,,1,,,,2,,,,1,
132,,,2,,,,4,,,,3,,,,5,,,,5,,,,5,
133,,,2,,,,2,,,,5,,,,4,,,,2,,,,1,
134,,,5,,,,3,,,,4,,,,2,,,,5,,,,4,
135,,,1,,,,5,,,,5,,,,3,,,,5,,,,1,
136,,,1,,,,1,,,,2,,,,4,,,,2,,,,4,
137,,,3,,,,5,,,,4,,,,4,,,,4,,,,4,
138,,,4,,,,3,,,,3,,,,1,,,,1,,,,3,
139,,,2,,,,4,,,,4,,,,2,,,,5,,,,2,
140,,,4,,,,2,,,,1,,,,3,,,,3,,,,1,
